,price,description,locations,titles,target,labelled,websites
3040,899000.0,beautiful bed bath assignment sale nobu residence toronto podium unit sold out project currently under construction 681 sqft great layout south facing walk score 100 transit score detail ,city toronto,       condo for sale city toronto nobu condos assignment for sale downtown toronto bed bath 1597846724 nobu condos assignment for sale downtown toronto bed bath  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/nobu-condos-assignment-for-sale-downtown-toronto-2-bed-2-bath/1597846724
3042,199.0,• bedroom bathroom balcony underground storage locker • furnished very functionally with quality queen bed bedroom quality sofa bed living room • heat pump with digital thermostat detail ,city toronto,       apartments condos city toronto furnished bedroom fashion house great home office 1597846645 furnished bedroom fashion house great home office  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-bedroom-at-fashion-house-great-home-office/1597846645
3049,200.0,fabulous suite the heart downtown toronto surrounded the historical queen park step away from hospital university toronto ryerson university eaton shopping centre entertainment detail ,city toronto,       apartments condos city toronto grosvenor minutes from uoft ryerson 1597845720 grosvenor minutes from uoft ryerson  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/37-grosvenor-minutes-from-uoft-ryerson/1597845720
3051,375000.0,brand new development from sage prestige kingston ontario spacious studio fully furnished apartment with huge open balcony turn key investment which offer year lease guarantee and year detail ,city toronto,       condo for sale city toronto turn key investment condo for sale 1597845134 turn key investment condo for sale  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/turn-key-investment-condo-for-sale/1597845134
3052,50.0,enjoy the heart the city downtown toronto living this beautiful high rise waterfront community walking distance from the lake restaurant lounge cafe’ grocery store and major detail ,city toronto,       apartments condos city toronto 100 harbour downtown toronto bdrms starting 2050 1597844137 100 harbour downtown toronto bdrms starting 2050  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/100-harbour-st-downtown-toronto-1-2-3-bdrms-starting-2050/1597844137
3053,754900.0,just listed 461 adelaide 731 bright well laid out loft the heart king west feature exposed concrete ceiling engineered hardwood throughout stylish modern kitchen and euro styled detail ,city toronto,       condo for sale city toronto great bdrm loft heart king west 1595801586 great bdrm loft heart king west  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/great-1-bdrm-loft-in-heart-of-king-west/1595801586
3054,800.0,fully furnished one bedroom condo unit wynford dvp available january 1st 2022 for rent close major highway shop trail and all amenity move detail ,city toronto,       apartments condos city toronto furnished one bedroom condo for renting 1597843594 furnished one bedroom condo for renting  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/a-furnished-one-bedroom-condo-for-renting/1597843594
3055,679990.0,hot new assignment 475 front street toronto ontario 553 100sq balcony locker ️ parking asking price 679 990 deposit paid 985 deposit remaining occupancy 995 detail ,city toronto,       condo for sale city toronto hot new assignment 1597842009 hot new assignment  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/hot-new-assignment/1597842009
3056,519900.0,price 519 900 1641 your search over this move ready frobisher the luxurious discovery place 24hr gated security offer every amenity possible high end kitchen quartz counter detail ,oshawa durham region,       condo for sale oshawa durham region bed den condo apt town centre pickering 1597841470 bed den condo apt town centre pickering  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/oshawa-durham-region/1-bed-den-condo-apt-in-town-centre-pickering/1597841470
3057,850.0,joe shuster way 850 bedroom bathroom balcony appliance washer dryer unit amenity hour concierge gym swimming pool party room step street car walking distance detail ,city toronto,       apartments condos city toronto 1bed liberty village 850 1597839761 1bed liberty village 850  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/1bed-liberty-village-1-850/1597839761
3058,850.0,brand new luxury condo the heart mississauga lrt corridor eglington hurontario 20th floor amazing view with 1060 foot space underground parking space and internet detail ,mississauga peel region,       apartments condos mississauga peel region stunning den new condo for rent 1100 1597839480 stunning den new condo for rent 1100  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/mississauga-peel-region/stunning-2-den-new-condo-for-rent-1100-sq-ft/1597839480
3059,899000.0,price 899 000 2838 tridel finest skymark west with world facility approx 1363 sqft prestigious corner unit the heart mississauga close all amenity minute from detail ,mississauga peel region,       condo for sale mississauga peel region bdrm corner unit the heart mississauga 1597838777 bdrm corner unit the heart mississauga  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2-2-bdrm-corner-unit-in-the-heart-of-mississauga/1597838777
3060,900.0,bedroom unit facing northwest moving condition this condo connected via underground the subway station loblaws lcbo f45 dollarama toronto library etc there are many green space detail ,city toronto,       apartments condos city toronto bedroom condo connected north york center subway station 1597837990 bedroom condo connected north york center subway station  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-connected-to-north-york-center-subway-station/1597837990
3062,200.0,bedroom corner unit condo with large terrace opus pantages available feb 1st wide layout with modern updated fixture close shop eaton center mike hospital subway etc hard detail ,city toronto,       apartments condos city toronto bedroom condo dundas square 1597837756 bedroom condo dundas square  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-at-dundas-square/1597837756
3063,999786.0,price 999 786 3156 live the beautiful southdown town year new step clarkson minute highway stone counter kitchen appliance lovely balcony off primary ste detail ,mississauga peel region,       condo for sale mississauga peel region storey bdrm condo townhouse mississauga 1597837243 storey bdrm condo townhouse mississauga  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/3-storey-3-bdrm-condo-townhouse-in-mississauga/1597837243
3064,900.0,well taken care unobstructed view step ttc store and shop looking qualify tenant before any showing flexible requirement credit score employment letter recent paystubs proof detail ,city toronto,       apartments condos city toronto scarborough 1wr condo unit for lease 1597837088 scarborough 1wr condo unit for lease  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-br-1wr-condo-unit-for-lease/1597837088
3068,600.0,large range condo type and size available downtown toronto there are bedroom bedroom and bedroom condo available for rent downtown toronto for more information please call detail ,city toronto,       apartments condos city toronto condo rental toronto bedroom condo 2600 1597835084 condo rental toronto bedroom condo @ 2600  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-rental-toronto-2-bedroom-condo-2600/1597835084
3069,500.0,large range bedroom bedroom condo available downtown toronto there are bedroom and bedroom condo available for rent downtown toronto for more information please call detail ,city toronto,       apartments condos city toronto condo rental toronto beds beds starting 500 1597834646 condo rental toronto beds beds starting @ 500  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-rental-toronto-2-beds-3-beds-starting-2-500/1597834646
3110,599.0,brand new condo bed 2bath parking locker 21st floor 800sq close 401 404 407 school ttc subway lambton college opposite fairview mall utility and wifi not included detail ,city toronto,       apartments condos city toronto brand new condo 2bed bath locker parking 800sq 21st floor 1597018710 brand new condo 2bed bath locker parking 800sq 21st floor  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-condo-2bed-2-bath-1-locker-parking-800sq-ft-21st-floor/1597018710
3111,738000.0,bedroom den bathroom 884 with parking facing the northeast high floor the heart etobicoke near the subway station convenient transportation moving late detail ,oakville halton region,       condo for sale oakville halton region condo for sale bloor promenade only asking 738 000 1597833417 condo for sale bloor promenade only asking 738 000  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/condo-for-sale-at-bloor-promenade-only-asking-738-000-00/1597833417
3114,579000.0,rental guarantee just this unit 400 rental guarantee consecutive month 000 total rental income two year project info project the niagara project info detail ,city toronto,       condo for sale city toronto 400 two year rental guarantee investment 1593610290 400 two year rental guarantee investment  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/2-400-mo-two-year-rental-guarantee-investment/1593610290
3115,950.0,condominium for rent rental fee 950 per month includes condo fee water hydro cable internet parking spot and locker availability available january 2022 applicant must detail ,mississauga peel region,       apartments condos mississauga peel region condo for rent includes internet 1596455414 condo for rent includes internet  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-br-condo-for-rent-includes-tv-internet/1596455414
3116,899000.0,price 899 000 2838 tridel finest skymark west with world facility approx 1363 sqft prestigious corner unit the heart mississauga close all amenity minute from detail ,mississauga peel region,       condo for sale mississauga peel region bdrm corner unit the heart mississauga 1597830371 bdrm corner unit the heart mississauga  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2-2-bdrm-corner-unit-in-the-heart-of-mississauga/1597830371
3117,849900.0,price 849 900 2683 the mansion the most sought after address mississauga open concept clean bright spacious 1333 living space unobstructed view spacious bedroom extra detail ,mississauga peel region,       condo for sale mississauga peel region bdrms mississauga 1597829205 bdrms mississauga  ,condos,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2-bdrms-in-mississauga/1597829205
3120,300.0,available for rent from feb 2022 one bedroom den bathroom sun filled unit 9ft ceiling open concept unit much sought after building with great amenity including indoor pool detail ,mississauga peel region,       apartments condos mississauga peel region condo for rent near square one 1597827796 condo for rent near square one  ,condos,1,https:/www.kijiji.ca/v-apartments-condos/mississauga-peel-region/condo-for-rent-near-square-one/1597827796
